galaxyID,FOV,pixel,view,band,level,ncontour,cx,cy,a,b,theta,flag,lum_sum,b_a,b_a_std,lim,nrange,Mstar_ahf_cat
10,64,3200,projection_xy,band_g,294810.1029287885,30,-0.5108829168239153,-0.203678502822056,50.3452054502165,42.1615433357242,2.093831272216928,none,7340982000.0,0.8468643393326302,0.0173873936091597,0.9,12,152778000000.0
10,64,3200,projection_yz,band_g,1573312.8496519227,123,-1.2990996212647563,-0.956320281932929,25.365710882070537,20.53724815724295,0.259285084331627,none,4052491800.0,0.8025557317446187,0.0187373006715224,0.5,12,152778000000.0
10,64,3200,projection_yz,band_g,301818.9083923873,30,-0.1170957719095342,-1.8226527387054976,49.31266338496757,45.100846520823374,0.8729467103469926,none,7338121700.0,0.9151842935709792,0.0073248990365937,0.9,12,152778000000.0
10,64,3200,projection_zx,band_g,1610716.7363811852,103,-2.058489949865137,1.821034621434109,23.71179560453226,20.49942175124425,2.157677073837859,none,4008581400.0,0.8599463515676682,0.0085602057394365,0.5,12,152778000000.0
10,64,3200,projection_zx,band_g,347018.40126745566,45,-0.8950603416319536,-1.876269339992456,52.68426423905307,39.47875985569015,2.75729840587615,none,7232962600.0,0.7577985827850404,0.0164223306437113,0.9,12,152778000000.0
11,63,3150,projection_xy,band_g,1305572.1154511806,93,-0.1934684801731077,-0.7776101479355745,23.89812741814671,11.84364139596824,2.037305120654304,none,1834608100.0,0.4957377360747046,0.0173662135909858,0.5,12,76964300000.0
11,63,3150,projection_xy,band_g,146727.68292797563,19,0.0417603744414882,-0.1228221793235859,51.75926379973146,26.25746220529271,2.060663481133243,none,3326470700.0,0.5082070568678015,0.0071081353677008,0.9,12,76964300000.0
11,63,3150,projection_yz,band_g,820716.0940265952,119,-0.2013108287410334,-0.6236268647001009,21.00541407485612,19.504249176721743,1.8510108865202968,none,2108015000.0,0.9265872000253238,0.0046759601816612,0.5,12,76964300000.0
11,63,3150,projection_yz,band_g,153787.21162089542,40,-0.4922138883786148,-3.0063097854842247,49.08449196221628,40.96961000481819,2.192088773433409,none,3814895400.0,0.8213039923708491,0.0165788551163495,0.9,12,76964300000.0
11,63,3150,projection_zx,band_g,1083394.5384865953,78,-0.6828932852529745,-0.4460088404641866,21.662938148155348,15.16870821630211,2.9565697827882254,none,1971333400.0,0.6979994830859614,0.0119010234241936,0.5,12,76964300000.0
11,63,3150,projection_zx,band_g,157219.3060735219,18,-1.7919365672994216,0.6166459051641208,49.34525492231312,31.1789941881816,3.063319885139245,none,3552409300.0,0.6335827136232096,0.0047766530932596,0.9,12,76964300000.0
12,24,1200,projection_xy,band_g,18946111.940614548,31,0.360229608271205,0.7294817425411064,15.39596762471288,8.527346477263213,1.3080610607499903,none,3388364300.0,0.5588537112345934,0.0027438029537088,0.5,12,125885000000.0
12,24,1200,projection_xy,band_g,1941035.128206736,34,-1.207553780340029,-4.287755773862721,22.99482713157884,10.78907568740514,1.282224266398833,none,6063844400.0,0.48133663446514,0.0111309750504238,0.9,9,125885000000.0
12,24,1200,projection_yz,band_g,26874751.98655069,27,-1.7681517122753294,-4.026695412302141,15.433079430431563,14.752868548362276,1.850911684410898,none,4109048800.0,0.966179828749694,0.0068284345317004,0.5,10,125885000000.0
12,24,1200,projection_yz,band_g,1938273.0887008607,75,1.8921362583630248,-0.169979675827727,22.464458899977007,19.539940820896028,2.630262192478872,none,7496188400.0,0.8728139502425588,0.0080555494351922,0.9,12,125885000000.0
12,24,1200,projection_zx,band_g,keyerror,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,125885000000.0
13,46,2300,projection_xy,band_g,127525426.35159421,3,-0.5054909237838138,-8.517194356451414,0.60528908981485,0.4111148693312067,0.3407882905166,none,242350900.0,0.6821140950055097,0.0025672328172627,0.5,6,82778900000.0
13,46,2300,projection_xy,band_g,1434224.6826548509,18,-0.3370514716504058,-0.1416083976957889,36.28977217150698,12.015035247278645,0.2410741954762918,none,10040052000.0,0.3356182619611469,0.0121071945547312,0.9,12,82778900000.0
13,46,2300,projection_yz,band_g,65071226.397603385,12,0.1183391101593795,3.569359082607854,32.23955985291472,5.410447590983118,1.8140025412729848,none,5729102300.0,0.169239069539933,0.0006713268583148,0.5,8,82778900000.0
13,46,2300,projection_yz,band_g,2031529.4818459414,13,0.334066095161234,-1.5983670455830004,37.3291276085176,10.505038229099036,1.791460846686734,none,10534909000.0,0.2851982253189521,0.0092556762960512,0.9,12,82778900000.0
