galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie
754,23,1150,projection_xy,band_r,0.4835370462214965,1.2696833216627883,0.508348297637601,3.7036389794148885,6.427947966394684
754,23,1150,projection_yz,band_u,0.9027222661245875,2.2591995379784455,0.8118763467126204,2.542264468608089,6.756877162555244
754,23,1150,projection_yz,band_r,0.7975138838563987,2.706708499820265,0.6494352952011169,2.50552194983877,6.507918039433061
754,23,1150,projection_zx,band_u,0.5881357677953944,0.2066403716015912,1.929064706268524,4.713257407869348,6.284345992778292
754,23,1150,projection_zx,band_r,0.5847023636702201,2.988638041801081,0.601484557877207,4.053711375324557,6.245078703294327
39,24,1200,projection_xy,band_u,0.9764668843054223,3.0542634249172442,0.3600000000593668,10.45769455214011,6.496882072008491
39,24,1200,projection_xy,band_r,0.9999998137017643,1.8008472725753535,0.3600000002461997,9.349437276404444,6.721656821590205
39,24,1200,projection_yz,band_u,0.28168418193326855,1.5582168590555374,0.4686021560732423,13.257141396330777,6.43225284030399
39,24,1200,projection_yz,band_r,0.26300955854076313,1.5585500591015327,0.4153367346271017,11.70420456865764,6.72976415562472
39,24,1200,projection_zx,band_u,0.2993210935196355,3.1315629740919335,0.5114257777263502,12.902062197191032,6.417672716781421
39,24,1200,projection_zx,band_r,0.27127050304265027,3.1305726712265476,0.4054466590012724,11.408059759146946,6.736142445869618
1292,13,650,projection_xy,band_u,0.6472586654368362,1.1979045929415288,0.5134910885463218,1.77057500937133,6.211611797044692
1292,13,650,projection_xy,band_r,0.6902357996473347,1.2570222820655002,0.5949710077908787,1.861419280408758,5.95548290549772
1292,13,650,projection_yz,band_u,0.7024983420878235,1.4337630554935883,0.834580747103081,1.3642229885688102,6.358938929029404
1292,13,650,projection_yz,band_r,0.7150021851586228,1.4066024104358095,0.8179724869484909,1.4192951968637562,6.143928856865683
1292,13,650,projection_zx,band_u,0.4956165672274454,0.17286234305639106,0.749480050571603,1.8911476633179916,6.241112781854556
1292,13,650,projection_zx,band_r,0.5181290225043281,0.1585620363918103,0.7795723822643499,1.9574705788554667,6.012842933444044
21,16,800,projection_xy,band_u,0.3357452261766864,1.8871827414910642,0.6301294373828814,5.778660173356459,7.059730053437344
21,16,800,projection_xy,band_r,0.8472868882814668,1.6459561866998895,0.36000000154394307,7.203670931841234,6.7633653507786
21,16,800,projection_yz,band_u,0.30373899401548504,1.7059384645209432,4.315605723979013,23.198002442203087,5.796753274057778
21,16,800,projection_yz,band_r,0.5316728415966121,1.6147953059163263,2.9574057964248337,26.19383485040561,5.768390619169706
